sample_id,reference,bam_s3_path,bai_s3_path,md5_s3_path
HG01891,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01891/alignments/GRCh38_no_alt/hifi_reads/HG01891.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01891/alignments/GRCh38_no_alt/hifi_reads/HG01891.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01891/alignments/GRCh38_no_alt/hifi_reads/HG01891.GRCh38_no_alt.sorted.bam.md5
HG01928,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01928/alignments/CHM13v2/hifi_reads/HG01928.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01928/alignments/CHM13v2/hifi_reads/HG01928.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01928/alignments/CHM13v2/hifi_reads/HG01928.CHM13v2.sorted.bam.md5
HG01928,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01928/alignments/GRCh38_no_alt/hifi_reads/HG01928.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01928/alignments/GRCh38_no_alt/hifi_reads/HG01928.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01928/alignments/GRCh38_no_alt/hifi_reads/HG01928.GRCh38_no_alt.sorted.bam.md5
HG01934,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01934/alignments/CHM13v2/hifi_reads/HG01934.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01934/alignments/CHM13v2/hifi_reads/HG01934.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01934/alignments/CHM13v2/hifi_reads/HG01934.CHM13v2.sorted.bam.md5
HG01934,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01934/alignments/GRCh38_no_alt/hifi_reads/HG01934.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01934/alignments/GRCh38_no_alt/hifi_reads/HG01934.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01934/alignments/GRCh38_no_alt/hifi_reads/HG01934.GRCh38_no_alt.sorted.bam.md5
HG01940,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01940/alignments/CHM13v2/hifi_reads/HG01940.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01940/alignments/CHM13v2/hifi_reads/HG01940.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01940/alignments/CHM13v2/hifi_reads/HG01940.CHM13v2.sorted.bam.md5
HG01940,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01940/alignments/GRCh38_no_alt/hifi_reads/HG01940.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01940/alignments/GRCh38_no_alt/hifi_reads/HG01940.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01940/alignments/GRCh38_no_alt/hifi_reads/HG01940.GRCh38_no_alt.sorted.bam.md5
HG01943,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01943/alignments/CHM13v2/hifi_reads/HG01943.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01943/alignments/CHM13v2/hifi_reads/HG01943.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01943/alignments/CHM13v2/hifi_reads/HG01943.CHM13v2.sorted.bam.md5
HG01943,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01943/alignments/GRCh38_no_alt/hifi_reads/HG01943.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01943/alignments/GRCh38_no_alt/hifi_reads/HG01943.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01943/alignments/GRCh38_no_alt/hifi_reads/HG01943.GRCh38_no_alt.sorted.bam.md5
HG01952,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01952/alignments/CHM13v2/hifi_reads/HG01952.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01952/alignments/CHM13v2/hifi_reads/HG01952.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01952/alignments/CHM13v2/hifi_reads/HG01952.CHM13v2.sorted.bam.md5
HG01952,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01952/alignments/GRCh38_no_alt/hifi_reads/HG01952.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01952/alignments/GRCh38_no_alt/hifi_reads/HG01952.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01952/alignments/GRCh38_no_alt/hifi_reads/HG01952.GRCh38_no_alt.sorted.bam.md5
HG01960,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01960/alignments/CHM13v2/hifi_reads/HG01960.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01960/alignments/CHM13v2/hifi_reads/HG01960.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01960/alignments/CHM13v2/hifi_reads/HG01960.CHM13v2.sorted.bam.md5
HG01960,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01960/alignments/GRCh38_no_alt/hifi_reads/HG01960.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01960/alignments/GRCh38_no_alt/hifi_reads/HG01960.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01960/alignments/GRCh38_no_alt/hifi_reads/HG01960.GRCh38_no_alt.sorted.bam.md5
HG01969,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01969/alignments/CHM13v2/hifi_reads/HG01969.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01969/alignments/CHM13v2/hifi_reads/HG01969.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01969/alignments/CHM13v2/hifi_reads/HG01969.CHM13v2.sorted.bam.md5
HG01969,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01969/alignments/GRCh38_no_alt/hifi_reads/HG01969.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01969/alignments/GRCh38_no_alt/hifi_reads/HG01969.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01969/alignments/GRCh38_no_alt/hifi_reads/HG01969.GRCh38_no_alt.sorted.bam.md5
HG01975,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01975/alignments/CHM13v2/hifi_reads/HG01975.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01975/alignments/CHM13v2/hifi_reads/HG01975.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01975/alignments/CHM13v2/hifi_reads/HG01975.CHM13v2.sorted.bam.md5
HG01975,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01975/alignments/GRCh38_no_alt/hifi_reads/HG01975.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01975/alignments/GRCh38_no_alt/hifi_reads/HG01975.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01975/alignments/GRCh38_no_alt/hifi_reads/HG01975.GRCh38_no_alt.sorted.bam.md5
HG01978,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01978/alignments/CHM13v2/hifi_reads/HG01978.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01978/alignments/CHM13v2/hifi_reads/HG01978.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01978/alignments/CHM13v2/hifi_reads/HG01978.CHM13v2.sorted.bam.md5
HG01978,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01978/alignments/GRCh38_no_alt/hifi_reads/HG01978.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01978/alignments/GRCh38_no_alt/hifi_reads/HG01978.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01978/alignments/GRCh38_no_alt/hifi_reads/HG01978.GRCh38_no_alt.sorted.bam.md5
HG01981,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01981/alignments/CHM13v2/hifi_reads/HG01981.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01981/alignments/CHM13v2/hifi_reads/HG01981.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01981/alignments/CHM13v2/hifi_reads/HG01981.CHM13v2.sorted.bam.md5
HG01981,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01981/alignments/GRCh38_no_alt/hifi_reads/HG01981.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01981/alignments/GRCh38_no_alt/hifi_reads/HG01981.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01981/alignments/GRCh38_no_alt/hifi_reads/HG01981.GRCh38_no_alt.sorted.bam.md5
HG01993,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01993/alignments/CHM13v2/hifi_reads/HG01993.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01993/alignments/CHM13v2/hifi_reads/HG01993.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01993/alignments/CHM13v2/hifi_reads/HG01993.CHM13v2.sorted.bam.md5
HG01993,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01993/alignments/GRCh38_no_alt/hifi_reads/HG01993.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01993/alignments/GRCh38_no_alt/hifi_reads/HG01993.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01993/alignments/GRCh38_no_alt/hifi_reads/HG01993.GRCh38_no_alt.sorted.bam.md5
HG02004,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02004/alignments/CHM13v2/hifi_reads/HG02004.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02004/alignments/CHM13v2/hifi_reads/HG02004.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02004/alignments/CHM13v2/hifi_reads/HG02004.CHM13v2.sorted.bam.md5
HG02004,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02004/alignments/GRCh38_no_alt/hifi_reads/HG02004.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02004/alignments/GRCh38_no_alt/hifi_reads/HG02004.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02004/alignments/GRCh38_no_alt/hifi_reads/HG02004.GRCh38_no_alt.sorted.bam.md5
HG02015,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02015/alignments/CHM13v2/hifi_reads/HG02015.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02015/alignments/CHM13v2/hifi_reads/HG02015.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02015/alignments/CHM13v2/hifi_reads/HG02015.CHM13v2.sorted.bam.md5
HG02015,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02015/alignments/GRCh38_no_alt/hifi_reads/HG02015.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02015/alignments/GRCh38_no_alt/hifi_reads/HG02015.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02015/alignments/GRCh38_no_alt/hifi_reads/HG02015.GRCh38_no_alt.sorted.bam.md5
HG02027,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02027/alignments/CHM13v2/hifi_reads/HG02027.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02027/alignments/CHM13v2/hifi_reads/HG02027.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02027/alignments/CHM13v2/hifi_reads/HG02027.CHM13v2.sorted.bam.md5
HG02027,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02027/alignments/GRCh38_no_alt/hifi_reads/HG02027.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02027/alignments/GRCh38_no_alt/hifi_reads/HG02027.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02027/alignments/GRCh38_no_alt/hifi_reads/HG02027.GRCh38_no_alt.sorted.bam.md5
HG02040,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02040/alignments/CHM13v2/hifi_reads/HG02040.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02040/alignments/CHM13v2/hifi_reads/HG02040.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02040/alignments/CHM13v2/hifi_reads/HG02040.CHM13v2.sorted.bam.md5
HG02040,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02040/alignments/GRCh38_no_alt/hifi_reads/HG02040.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02040/alignments/GRCh38_no_alt/hifi_reads/HG02040.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02040/alignments/GRCh38_no_alt/hifi_reads/HG02040.GRCh38_no_alt.sorted.bam.md5
HG02055,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02055/alignments/CHM13v2/hifi_reads/HG02055.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02055/alignments/CHM13v2/hifi_reads/HG02055.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02055/alignments/CHM13v2/hifi_reads/HG02055.CHM13v2.sorted.bam.md5
HG02055,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02055/alignments/GRCh38_no_alt/hifi_reads/HG02055.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02055/alignments/GRCh38_no_alt/hifi_reads/HG02055.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02055/alignments/GRCh38_no_alt/hifi_reads/HG02055.GRCh38_no_alt.sorted.bam.md5
HG02056,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02056/alignments/CHM13v2/hifi_reads/HG02056.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02056/alignments/CHM13v2/hifi_reads/HG02056.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02056/alignments/CHM13v2/hifi_reads/HG02056.CHM13v2.sorted.bam.md5
HG02056,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02056/alignments/GRCh38_no_alt/hifi_reads/HG02056.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02056/alignments/GRCh38_no_alt/hifi_reads/HG02056.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02056/alignments/GRCh38_no_alt/hifi_reads/HG02056.GRCh38_no_alt.sorted.bam.md5
HG02071,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02071/alignments/CHM13v2/hifi_reads/HG02071.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02071/alignments/CHM13v2/hifi_reads/HG02071.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02071/alignments/CHM13v2/hifi_reads/HG02071.CHM13v2.sorted.bam.md5
HG02071,GRCh38_no_alt,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02071/alignments/GRCh38_no_alt/hifi_reads/HG02071.GRCh38_no_alt.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02071/alignments/GRCh38_no_alt/hifi_reads/HG02071.GRCh38_no_alt.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02071/alignments/GRCh38_no_alt/hifi_reads/HG02071.GRCh38_no_alt.sorted.bam.md5
HG02074,CHM13v2,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02074/alignments/CHM13v2/hifi_reads/HG02074.CHM13v2.sorted.bam,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02074/alignments/CHM13v2/hifi_reads/HG02074.CHM13v2.sorted.bam.bai,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02074/alignments/CHM13v2/hifi_reads/HG02074.CHM13v2.sorted.bam.md5
